Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,732,1,Male,84,3,2,Sales Executive,1,Single,5405.0,11924,8,No,14,3,4,0,10.0,1,3,2.0,2,2,2,100537
27,No,Travel_Frequently,294,Research and Development,10,2,Life Sciences,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793.0,4809,1,No,21,4,3,2,9.0,4,2,9.0,7,1,7,100538
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,734,4,Male,59,2,5,Manager,3,Married,16790.5,19562,1,No,12,3,2,1,10.0,3,3,22.0,7,2,10,100539
50,No,Travel_Rarely,316,Sales,8,4,Marketing,738,4,Male,54,3,1,Sales Representative,2,Married,3875.0,9983,7,No,15,3,4,1,4.0,2,3,2.0,2,2,2,100540
28,Yes,Travel_Rarely,654,Research and Development,1,2,Life Sciences,741,1,Female,67,1,1,Research Scientist,2,Single,2216.0,3872,7,Yes,13,3,4,0,10.0,4,3,7.0,7,3,7,100541
36,No,Non-Travel,427,Research and Development,8,3,Life Sciences,742,1,Female,63,4,3,Research Director,1,Married,11713.0,20335,9,No,14,3,1,1,10.0,2,3,8.0,7,0,5,100542
38,No,Travel_Rarely,168,Research and Development,1,3,Life Sciences,743,3,Female,81,3,3,Manufacturing Director,3,Single,7861.0,15397,4,Yes,14,3,4,0,10.0,4,4,1.0,0,0,0,100543
44,No,Non-Travel,381,Research and Development,24,3,Medical,744,1,Male,49,1,1,Laboratory Technician,3,Single,3708.0,2104,2,No,14,3,3,0,9.0,5,3,5.0,2,1,4,100544
47,No,Travel_Frequently,217,Sales,3,3,Medical,746,4,Female,49,3,4,Sales Executive,3,Divorced,13770.0,10225,9,Yes,12,3,4,2,28.0,2,2,22.0,2,11,13,100545
30,No,Travel_Rarely,501,Sales,27,5,Marketing,747,3,Male,99,3,2,Sales Executive,4,Divorced,5304.0,25275,7,No,23,4,4,1,10.0,2,2,8.0,7,7,7,100546
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,749,3,Male,99,3,1,Sales Representative,3,Single,2642.0,2755,1,No,11,3,3,0,1.0,6,3,5.0,0,0,0,100547
42,Yes,Travel_Frequently,933,Research and Development,19,3,Medical,752,3,Male,57,4,1,Research Scientist,3,Divorced,2759.0,20366,6,Yes,12,3,4,0,7.0,2,3,2.0,2,2,2,100548
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,754,4,Male,47,2,2,Sales Executive,4,Married,6804.0,23683,3,No,18,3,3,1,7.0,5,3,5.0,2,2,2,100549
34,No,Travel_Rarely,970,Research and Development,8,2,Medical,757,2,Female,96,3,2,Healthcare Representative,3,Single,6142.0,7360,3,No,11,3,4,0,10.0,2,3,5.0,1,4,3,100550
23,No,Travel_Rarely,650,Research and Development,9,1,Medical,758,2,Male,37,3,1,Laboratory Technician,1,Married,2500.0,4344,1,No,14,3,4,1,5.0,2,4,4.0,3,0,2,101369
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,760,3,Female,44,4,2,Human Resources,2,Married,6389.0,18767,9,No,15,3,3,1,12.0,3,1,8.0,3,3,6,100552
56,No,Travel_Rarely,832,Research and Development,9,3,Medical,762,3,Male,81,3,4,Healthcare Representative,4,Married,11103.0,20420,7,No,11,3,3,0,30.0,1,2,10.0,7,1,1,100553
40,No,Travel_Rarely,804,Research and Development,2,1,Medical,763,4,Female,86,2,1,Research Scientist,4,Single,4945.5,22929,0,Yes,20,4,4,0,5.0,2,2,4.0,2,2,3,100554
27,No,Travel_Rarely,975,Research and Development,7,3,Medical,764,4,Female,55,2,2,Healthcare Representative,1,Single,6811.0,23398,8,No,19,3,1,0,9.0,2,1,7.0,6,0,7,100555
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,766,4,Male,83,3,1,Sales Representative,2,Divorced,2297.0,17967,1,No,14,3,4,2,2.0,2,3,2.0,2,2,2,100556
53,No,Travel_Rarely,346,Research and Development,6,3,Life Sciences,769,4,Male,86,3,2,Laboratory Technician,4,Single,2450.0,10919,2,No,17,3,4,0,19.0,4,3,2.0,2,2,2,100557
35,No,Non-Travel,1225,Research and Development,2,4,Life Sciences,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093.0,4761,2,No,11,3,1,1,16.0,2,4,1.0,0,0,0,100558
32,No,Travel_Frequently,430,Research and Development,24,4,Life Sciences,772,1,Male,80,3,2,Laboratory Technician,4,Married,5309.0,21146,1,No,15,3,4,2,10.0,2,3,10.0,8,4,7,100559
38,No,Travel_Rarely,268,Research and Development,2,5,Medical,773,4,Male,92,3,1,Research Scientist,3,Married,3057.0,20471,6,Yes,13,3,2,1,6.0,0,1,1.0,0,0,1,100560
34,No,Travel_Rarely,167,Research and Development,8,5,Life Sciences,775,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121.0,4187,3,No,14,3,3,1,7.0,3,3,0.0,0,0,0,100561
52,No,Travel_Rarely,621,Sales,3,4,Marketing,776,3,Male,31,2,4,Manager,1,Married,16790.5,10084,1,No,11,3,1,0,34.0,3,4,34.0,6,1,16,100562
33,Yes,Travel_Rarely,527,Research and Development,1,4,Other,780,4,Male,63,3,1,Research Scientist,4,Single,2686.0,5207,1,Yes,13,3,3,0,10.0,2,2,10.0,9,7,8,100563
25,No,Travel_Rarely,883,Sales,26,1,Medical,781,3,Female,32,3,2,Sales Executive,4,Single,6180.0,22807,1,No,23,4,2,0,6.0,5,2,6.0,5,1,4,100564
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,783,2,Male,46,1,2,Sales Representative,3,Single,6632.0,12388,0,No,13,3,1,0,9.0,3,3,8.0,7,3,1,100565
23,No,Travel_Rarely,310,Research and Development,10,1,Life Sciences,784,1,Male,79,4,1,Research Scientist,3,Single,3505.0,19630,1,No,18,3,4,0,2.0,3,3,2.0,2,0,2,100566
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,785,2,Female,77,4,2,Sales Executive,3,Single,6397.0,10339,4,Yes,12,3,4,0,8.0,2,3,5.0,4,1,3,100567
36,No,Travel_Rarely,304,Sales,2,3,Other,786,4,Male,60,3,2,Sales Executive,4,Single,6274.0,18686,1,No,22,4,3,0,6.0,5,3,6.0,5,1,4,100568
55,Yes,Travel_Rarely,725,Research and Development,2,3,Medical,787,4,Male,78,3,5,Manager,1,Married,16790.5,21199,5,Yes,13,3,4,1,24.0,2,3,5.0,2,1,4,100569
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,789,1,Male,76,2,3,Sales Executive,1,Single,7587.0,14229,1,No,15,3,2,0,10.0,1,3,10.0,7,0,9,100570
52,No,Non-Travel,715,Research and Development,19,4,Medical,791,4,Male,41,3,1,Research Scientist,4,Married,4258.0,26589,0,No,18,3,1,1,5.0,3,3,4.0,3,1,2,100571
26,No,Travel_Frequently,575,Research and Development,1,2,Life Sciences,792,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364.0,5288,3,No,14,3,1,1,5.0,2,3,2.0,2,2,0,100572
29,No,Travel_Rarely,657,Research and Development,27,3,Medical,793,2,Female,66,3,2,Healthcare Representative,3,Married,4335.0,25549,4,No,12,3,1,1,11.0,3,2,8.0,7,1,1,100573
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,796,4,Male,38,2,2,Sales Executive,1,Single,5326.0,3064,6,No,17,3,3,0,6.0,2,2,4.0,3,1,2,100574
34,No,Travel_Rarely,182,Research and Development,1,4,Life Sciences,797,2,Female,72,4,1,Research Scientist,4,Single,3280.0,13551,2,No,16,3,3,0,10.0,2,3,4.0,2,1,3,100575
54,No,Travel_Rarely,376,Research and Development,19,4,Medical,799,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485.0,22670,9,Yes,11,3,2,2,9.0,4,3,5.0,3,1,4,100576
27,No,Travel_Frequently,829,Sales,8,1,Marketing,800,3,Male,84,3,2,Sales Executive,4,Married,4342.0,24008,0,No,19,3,2,1,5.0,3,3,4.0,2,1,1,100577
37,No,Travel_Rarely,571,Research and Development,10,1,Life Sciences,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782.0,19905,0,Yes,13,3,2,2,6.0,3,2,5.0,3,4,3,100578
38,No,Travel_Frequently,240,Research and Development,2,4,Life Sciences,803,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,26085,6,Yes,12,3,4,0,17.0,2,3,15.0,7,4,12,100579
34,No,Travel_Rarely,121,Research and Development,2,4,Medical,804,3,Female,86,2,1,Research Scientist,1,Single,4381.0,7530,1,No,11,3,3,0,6.0,3,3,6.0,5,1,3,100580
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,805,1,Female,72,3,1,Sales Representative,4,Married,2572.0,20317,1,No,16,3,2,1,3.0,1,2,3.0,2,0,2,100581
30,No,Travel_Rarely,921,Research and Development,1,3,Life Sciences,806,4,Male,38,1,1,Laboratory Technician,3,Married,3833.0,24375,3,No,21,4,3,2,7.0,2,3,2.0,2,0,2,100582
40,No,Travel_Frequently,791,Research and Development,2,2,Medical,807,3,Female,38,4,2,Healthcare Representative,2,Married,4244.0,9931,1,No,24,4,4,1,8.0,2,3,8.0,7,3,7,100583
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,808,3,Female,93,3,2,Sales Executive,1,Married,6500.0,13305,5,No,17,3,2,1,6.0,1,3,3.0,2,1,2,100584
42,No,Travel_Frequently,570,Research and Development,8,3,Life Sciences,809,2,Male,66,3,5,Manager,4,Divorced,16790.5,16225,1,No,13,3,2,1,24.0,4,2,24.0,7,14,9,100585
23,Yes,Travel_Rarely,1243,Research and Development,6,3,Life Sciences,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601.0,3445,1,Yes,21,4,3,2,1.0,2,3,0.0,0,0,0,100586
24,No,Non-Travel,1092,Research and Development,9,3,Life Sciences,812,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694.0,26551,1,No,11,3,3,3,1.0,4,3,1.0,0,0,0,100587
52,No,Travel_Rarely,1325,Research and Development,11,4,Life Sciences,813,4,Female,82,3,2,Laboratory Technician,3,Married,3149.0,21821,8,No,20,4,2,1,9.0,3,3,5.0,2,1,4,100588
50,No,Travel_Rarely,691,Research and Development,2,3,Medical,815,3,Male,64,3,4,Research Director,3,Married,16790.5,6881,5,No,16,3,4,0,30.0,3,3,4.0,3,0,3,100589
29,Yes,Travel_Rarely,805,Research and Development,1,2,Life Sciences,816,2,Female,36,2,1,Laboratory Technician,1,Married,2319.0,6689,1,Yes,11,3,4,1,1.0,1,3,1.0,0,0,0,100590
33,No,Travel_Rarely,213,Research and Development,7,3,Medical,817,3,Male,49,3,3,Research Director,3,Married,11691.0,25995,0,No,11,3,4,0,14.0,3,4,13.0,9,3,7,100591
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,819,1,Female,69,3,2,Sales Executive,1,Single,5324.0,26507,5,No,15,3,3,0,6.0,3,3,3.0,2,0,2,100592
36,No,Travel_Rarely,202,Research and Development,2,2,Other,820,3,Female,33,3,4,Manager,4,Married,16752.0,12982,1,Yes,11,3,3,1,26.0,3,2,26.0,14,3,0,100593
36,No,Travel_Rarely,676,Research and Development,1,3,Other,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228.0,23361,0,No,15,3,1,1,10.0,2,3,9.0,7,0,5,100594
29,No,Travel_Rarely,1252,Research and Development,23,2,Life Sciences,824,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1,No,24,4,3,1,10.0,3,3,10.0,7,0,7,100595
58,Yes,Travel_Rarely,286,Research and Development,2,4,Life Sciences,825,4,Male,31,3,5,Research Director,2,Single,16790.5,25761,7,Yes,12,3,4,0,40.0,2,3,31.0,15,13,8,100596
35,No,Travel_Rarely,1258,Research and Development,1,4,Life Sciences,826,4,Female,40,4,1,Research Scientist,3,Single,2506.0,13301,3,No,13,3,3,0,7.0,0,3,2.0,2,2,2,100597
42,No,Travel_Rarely,932,Research and Development,1,2,Life Sciences,827,4,Female,43,2,2,Manufacturing Director,4,Married,6062.0,4051,9,Yes,13,3,4,1,8.0,4,3,5.0,3,0,2,100598
28,Yes,Travel_Rarely,890,Research and Development,2,4,Medical,828,3,Male,46,3,1,Research Scientist,3,Single,4382.0,16374,6,No,17,3,4,0,5.0,3,2,2.0,2,2,1,100599
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,829,3,Male,36,3,1,Human Resources,2,Married,2143.0,25527,4,No,13,3,2,1,8.0,2,3,5.0,2,0,4,100600
32,No,Travel_Rarely,859,Research and Development,4,3,Life Sciences,830,3,Female,98,2,2,Manufacturing Director,3,Married,6162.0,19124,1,No,12,3,3,1,14.0,3,3,14.0,13,6,8,100601
40,No,Travel_Frequently,720,Research and Development,16,4,Medical,832,1,Male,51,2,2,Laboratory Technician,3,Single,5094.0,11983,6,No,14,3,4,0,10.0,6,3,1.0,0,0,0,100602
30,No,Travel_Rarely,946,Research and Development,2,3,Medical,833,3,Female,52,2,2,Manufacturing Director,4,Single,4945.5,20234,5,Yes,24,4,2,0,12.0,4,2,0.0,0,0,0,100603
45,No,Travel_Rarely,252,Research and Development,2,3,Life Sciences,834,2,Female,95,2,1,Research Scientist,3,Single,4945.5,6153,1,No,14,3,4,0,1.0,3,3,1.0,0,0,0,100604
42,No,Travel_Rarely,933,Research and Development,29,3,Life Sciences,836,2,Male,98,3,2,Manufacturing Director,2,Married,4434.0,11806,1,No,13,3,4,1,10.0,3,2,9.0,8,7,8,100605
38,No,Travel_Frequently,471,Research and Development,12,3,Life Sciences,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288.0,4284,2,No,15,3,3,1,13.0,3,2,4.0,3,1,2,100606
34,No,Travel_Frequently,702,Research and Development,16,4,Life Sciences,838,3,Female,100,2,1,Research Scientist,4,Single,2553.0,8306,1,No,16,3,3,0,6.0,3,3,5.0,2,1,3,100607
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,840,3,Female,43,3,3,Sales Executive,4,Married,7654.0,5860,1,No,18,3,1,2,9.0,3,4,9.0,8,7,7,100608
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,842,3,Male,37,3,2,Sales Executive,4,Single,5160.0,21519,4,No,16,3,3,0,12.0,3,2,9.0,7,7,3,100609
43,No,Travel_Rarely,589,Research and Development,14,2,Life Sciences,843,2,Male,94,3,4,Research Director,1,Married,16790.5,5200,6,No,24,4,3,1,22.0,3,3,4.0,1,1,0,100610
27,No,Travel_Rarely,269,Research and Development,5,1,Technical Degree,844,3,Male,42,2,3,Research Director,4,Divorced,12808.0,8842,1,Yes,16,3,2,1,9.0,3,3,9.0,8,0,8,100611
35,No,Travel_Rarely,950,Research and Development,7,3,Other,845,3,Male,59,3,3,Manufacturing Director,3,Single,10221.0,18869,3,No,21,4,2,0,17.0,3,4,8.0,5,1,6,100612
28,No,Travel_Rarely,760,Sales,2,4,Marketing,846,2,Female,81,3,2,Sales Executive,2,Married,4779.0,3698,1,Yes,20,4,1,0,8.0,2,3,8.0,7,7,5,100613
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,847,3,Male,88,3,1,Human Resources,4,Married,3737.0,2243,0,No,19,3,3,1,4.0,1,1,3.0,2,0,2,100614
26,Yes,Travel_Frequently,887,Research and Development,5,2,Medical,848,3,Female,88,2,1,Research Scientist,3,Married,4945.5,20898,1,Yes,14,3,1,1,8.0,2,3,8.0,7,1,7,100615
27,No,Non-Travel,443,Research and Development,3,3,Medical,850,4,Male,50,3,1,Research Scientist,4,Married,4945.5,16571,1,No,11,3,3,3,0.0,6,2,0.0,0,0,0,100616
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,851,1,Female,66,3,4,Manager,3,Married,4945.5,5594,2,No,14,3,3,1,29.0,2,2,20.0,6,4,17,100617
44,No,Travel_Rarely,625,Research and Development,4,3,Medical,852,4,Male,50,3,2,Healthcare Representative,2,Single,5933.0,5197,9,No,12,3,4,0,10.0,2,2,5.0,2,2,3,100618
25,No,Travel_Rarely,180,Research and Development,2,1,Medical,854,1,Male,65,4,1,Research Scientist,1,Single,3424.0,21632,7,No,13,3,3,0,6.0,3,2,4.0,3,0,1,100619
33,No,Travel_Rarely,586,Sales,1,3,Medical,855,1,Male,48,4,2,Sales Executive,1,Divorced,4037.0,21816,1,No,22,4,1,1,10.0,5,3,9.0,8,0,8,100620
35,No,Travel_Rarely,1343,Research and Development,27,1,Medical,856,3,Female,53,2,1,Research Scientist,1,Single,4945.5,17852,1,No,11,3,4,0,6.0,3,2,6.0,5,1,1,100621
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,857,2,Male,56,3,2,Sales Executive,4,Married,6201.0,2823,1,Yes,14,3,4,1,18.0,1,2,18.0,14,4,11,100622
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,859,2,Male,73,3,2,Sales Executive,4,Divorced,4403.0,9250,2,No,11,3,3,1,8.0,3,2,5.0,2,0,3,100623
30,No,Travel_Frequently,1012,Research and Development,5,4,Life Sciences,861,2,Male,75,2,1,Research Scientist,4,Divorced,3761.0,2373,9,No,12,3,2,1,10.0,3,2,5.0,4,0,3,100624
53,No,Travel_Rarely,661,Sales,7,2,Marketing,862,1,Female,78,2,3,Sales Executive,4,Married,10934.0,20715,7,Yes,18,3,4,1,35.0,3,3,5.0,2,0,4,100625
45,No,Travel_Rarely,930,Sales,9,3,Marketing,864,4,Male,74,3,3,Sales Executive,1,Divorced,10761.0,19239,4,Yes,12,3,3,1,18.0,2,3,5.0,4,0,2,100626
32,No,Travel_Rarely,638,Research and Development,8,2,Medical,865,3,Female,91,4,2,Research Scientist,3,Married,5175.0,22162,5,No,12,3,3,1,9.0,3,2,5.0,3,1,3,100627
52,No,Travel_Frequently,890,Research and Development,25,4,Medical,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826.0,19028,3,No,22,4,3,0,31.0,3,3,9.0,8,0,0,100628
37,No,Travel_Rarely,342,Sales,16,4,Marketing,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334.0,24558,4,No,19,3,4,2,9.0,2,3,1.0,0,0,0,100629
36,No,Travel_Rarely,1169,Human Resources,8,2,Medical,869,2,Male,63,2,1,Human Resources,4,Divorced,4936.0,23965,1,No,13,3,4,1,6.0,6,3,5.0,1,0,4,100630
22,No,Travel_Rarely,1230,Research and Development,1,2,Life Sciences,872,4,Male,33,2,2,Manufacturing Director,4,Married,4775.0,19146,6,No,22,4,1,2,4.0,2,1,2.0,2,2,2,100631
44,No,Travel_Rarely,986,Research and Development,8,4,Life Sciences,874,1,Male,62,4,1,Laboratory Technician,4,Married,2818.0,5044,2,Yes,24,4,3,1,10.0,2,2,3.0,2,0,2,100632
42,No,Travel_Frequently,1271,Research and Development,2,1,Medical,875,2,Male,35,3,1,Research Scientist,4,Single,2515.0,9068,5,Yes,14,3,4,0,8.0,2,3,2.0,1,2,2,100633
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,878,1,Male,77,2,1,Human Resources,1,Married,2342.0,8635,0,No,21,4,3,0,6.0,3,3,5.0,4,0,3,100634
25,No,Travel_Rarely,141,Sales,3,1,Other,879,3,Male,98,3,2,Sales Executive,1,Married,4194.0,14363,1,Yes,18,3,4,0,5.0,3,3,5.0,3,0,3,100635
35,No,Travel_Rarely,607,Research and Development,9,3,Life Sciences,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685.0,23457,1,Yes,20,4,2,1,17.0,2,3,17.0,14,5,15,100636
35,Yes,Travel_Frequently,130,Research and Development,25,4,Life Sciences,881,4,Female,96,3,1,Research Scientist,2,Divorced,2022.0,16612,1,Yes,19,3,1,1,10.0,3,2,10.0,2,7,8,100637
32,No,Non-Travel,300,Research and Development,1,3,Life Sciences,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314.0,9148,0,No,12,3,2,1,4.0,2,3,3.0,0,0,2,100638
25,No,Travel_Rarely,583,Sales,4,1,Marketing,885,3,Male,87,2,2,Sales Executive,1,Married,4256.0,18154,1,No,12,3,1,0,5.0,1,4,5.0,2,0,3,100639
49,No,Travel_Rarely,1418,Research and Development,1,3,Technical Degree,887,3,Female,36,3,1,Research Scientist,1,Married,3580.0,10554,2,No,16,3,2,1,7.0,2,3,4.0,2,0,2,100640
24,No,Non-Travel,1269,Research and Development,4,1,Life Sciences,888,1,Male,46,2,1,Laboratory Technician,4,Married,3162.0,10778,0,No,17,3,4,0,6.0,2,2,5.0,2,3,4,100641
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,889,2,Male,48,3,2,Sales Executive,2,Married,6524.0,8891,1,No,14,3,4,1,10.0,3,3,10.0,8,5,3,100309
38,No,Travel_Rarely,395,Sales,9,3,Marketing,893,2,Male,98,2,1,Sales Representative,2,Married,2899.0,12102,0,No,19,3,4,1,3.0,3,3,2.0,2,1,2,100643
42,No,Travel_Rarely,1265,Research and Development,3,3,Life Sciences,894,3,Female,95,4,2,Laboratory Technician,4,Married,5231.0,23726,2,Yes,13,3,2,1,17.0,1,2,5.0,3,1,3,100644
31,No,Travel_Rarely,1222,Research and Development,11,4,Life Sciences,895,4,Male,48,3,1,Research Scientist,4,Married,2356.0,14871,3,Yes,19,3,2,1,8.0,2,3,6.0,4,0,2,100645
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800.0,23522,6,Yes,19,3,3,3,5.0,3,3,3.0,2,0,2,100646
53,No,Travel_Rarely,868,Sales,8,3,Marketing,897,1,Male,73,3,4,Sales Executive,4,Married,11836.0,22789,5,No,14,3,3,1,28.0,3,3,2.0,0,2,2,100647
35,No,Travel_Rarely,672,Research and Development,25,3,Technical Degree,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903.0,9129,3,No,16,3,1,0,16.0,2,3,13.0,10,4,8,100648
37,No,Travel_Frequently,1231,Sales,21,2,Medical,900,3,Female,54,3,1,Sales Representative,4,Married,4945.5,21222,5,No,15,3,2,1,10.0,3,3,5.0,4,0,0,100649
53,No,Travel_Rarely,102,Research and Development,23,4,Life Sciences,901,4,Female,72,3,4,Research Director,4,Single,14275.0,20206,6,No,18,3,3,0,33.0,0,3,12.0,9,3,8,100650
43,No,Travel_Frequently,422,Research and Development,1,3,Life Sciences,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562.0,21782,4,No,13,3,2,1,12.0,2,2,5.0,2,2,2,100651
47,No,Travel_Rarely,249,Sales,2,2,Marketing,903,3,Female,35,3,2,Sales Executive,4,Married,4537.0,17783,0,Yes,22,4,1,1,8.0,2,3,5.0,6,7,7,100652
37,No,Non-Travel,1252,Sales,19,2,Medical,904,1,Male,32,3,3,Sales Executive,2,Single,7642.0,4814,1,Yes,13,3,4,0,10.0,2,3,10.0,0,0,9,100653
50,No,Non-Travel,881,Research and Development,2,4,Life Sciences,905,1,Male,98,3,4,Manager,1,Divorced,16790.5,4544,1,No,11,3,4,1,31.0,3,3,31.0,6,14,7,100654
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,909,4,Female,42,2,2,Human Resources,4,Married,5204.0,7790,8,No,11,3,3,2,13.0,2,3,5.0,4,0,4,100655
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,910,4,Male,57,3,1,Human Resources,2,Divorced,2277.0,22650,3,Yes,11,3,3,1,10.0,4,4,4.0,3,0,3,100656
32,Yes,Travel_Rarely,374,Research and Development,25,4,Life Sciences,911,1,Male,87,3,1,Laboratory Technician,4,Single,2795.0,18016,1,Yes,24,4,3,0,1.0,2,1,1.0,0,0,1,100657
29,No,Travel_Rarely,1086,Research and Development,7,1,Medical,912,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532.0,6054,6,No,14,3,3,3,8.0,5,3,4.0,3,0,3,100658
44,No,Travel_Rarely,661,Research and Development,9,2,Life Sciences,913,2,Male,61,3,1,Research Scientist,1,Married,2559.0,7508,1,Yes,13,3,4,0,8.0,0,3,8.0,7,7,1,100659
28,No,Travel_Rarely,821,Sales,5,4,Medical,916,1,Male,98,3,2,Sales Executive,4,Single,4908.0,24252,1,No,14,3,2,0,4.0,3,3,4.0,2,0,2,100660
58,Yes,Travel_Frequently,781,Research and Development,2,1,Life Sciences,918,4,Male,57,2,1,Laboratory Technician,4,Divorced,2380.0,13384,9,Yes,14,3,4,1,3.0,3,2,1.0,0,0,0,100661
43,No,Travel_Rarely,177,Research and Development,8,3,Life Sciences,920,1,Female,55,3,2,Manufacturing Director,2,Divorced,4765.0,23814,4,No,21,4,3,1,4.0,2,4,1.0,0,0,0,100662
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,922,3,Female,49,2,1,Sales Representative,3,Single,2044.0,22052,1,No,13,3,4,0,2.0,3,2,2.0,2,0,2,100663
21,Yes,Travel_Rarely,1427,Research and Development,18,1,Other,923,4,Female,65,3,1,Research Scientist,4,Single,2693.0,8870,1,No,19,3,1,0,1.0,3,2,1.0,0,0,0,100664
36,No,Travel_Rarely,1425,Research and Development,14,1,Life Sciences,924,3,Male,68,3,2,Healthcare Representative,4,Married,6586.0,4821,0,Yes,17,3,1,1,17.0,2,2,16.0,8,4,11,100665
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,925,4,Female,65,2,1,Sales Representative,4,Single,3294.0,13137,1,Yes,18,3,1,0,3.0,3,2,3.0,2,1,2,100666
22,Yes,Travel_Rarely,617,Research and Development,3,1,Life Sciences,926,2,Female,34,3,2,Manufacturing Director,3,Married,4171.0,10022,0,Yes,19,3,1,1,10.0,3,4,3.0,2,0,2,100667
41,Yes,Travel_Rarely,1085,Research and Development,2,4,Life Sciences,927,2,Female,57,1,1,Laboratory Technician,4,Divorced,4945.5,17725,4,Yes,13,3,3,1,10.0,1,2,7.0,7,1,0,100668
36,No,Travel_Rarely,995,Research and Development,9,3,Medical,930,3,Female,77,3,1,Research Scientist,3,Divorced,2377.0,9834,5,No,18,3,2,1,6.0,2,3,5.0,2,2,2,100669
39,Yes,Travel_Rarely,1122,Research and Development,6,3,Medical,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404.0,4303,7,Yes,21,4,4,0,8.0,2,1,2.0,2,2,2,100670
27,No,Travel_Rarely,618,Research and Development,4,3,Life Sciences,933,2,Female,76,3,1,Research Scientist,3,Single,2318.0,17808,1,No,19,3,3,0,1.0,2,3,1.0,1,0,0,100671
34,No,Travel_Rarely,546,Research and Development,10,3,Life Sciences,934,2,Male,83,3,1,Laboratory Technician,2,Divorced,2008.0,6896,1,No,14,3,2,2,1.0,3,3,1.0,0,1,0,100672
42,No,Travel_Rarely,462,Sales,14,2,Medical,936,3,Female,68,2,2,Sales Executive,3,Single,6244.0,7824,7,No,17,3,1,0,10.0,6,3,5.0,4,0,3,100673
33,No,Travel_Rarely,1198,Research and Development,1,4,Other,939,3,Male,100,2,1,Research Scientist,1,Single,4945.5,3339,3,Yes,11,3,2,0,6.0,1,3,3.0,2,0,2,100674
58,No,Travel_Rarely,1272,Research and Development,5,3,Technical Degree,940,3,Female,37,2,3,Healthcare Representative,2,Divorced,10552.0,9255,2,Yes,13,3,4,1,24.0,3,3,6.0,0,0,4,100675
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,941,2,Male,41,2,1,Sales Representative,3,Married,2329.0,11737,3,No,15,3,2,0,13.0,2,4,7.0,7,5,2,100676
