Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RecordID,IncomePerWorkingYear,ExperienceLevel,PromotionRate,TenureGroup,HighIncomeIndicator
50,No,Travel_Rarely,1099,Research and Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,16790.5,9314,0,No,15,3,2,1,28.0,2,3,27.0,10,15,7,100426,578.9827586206897,Senior,0.5357142857142857,5+ Years,1
30,No,Non-Travel,1116,Research and Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564.0,7181,0,No,14,3,3,0,12.0,2,2,11.0,7,6,7,100427,197.23076923076923,Senior,0.5,5+ Years,0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,4945.5,2845,4,No,19,3,4,0,22.0,5,4,18.0,13,13,11,101262,215.02173913043478,Senior,0.6842105263157895,5+ Years,0
47,No,Travel_Rarely,983,Research and Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5,No,13,3,3,3,20.0,2,3,5.0,0,0,4,100429,241.42857142857142,Senior,0.0,3–5 Years,1
46,No,Travel_Rarely,1009,Research and Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,16790.5,2288,6,No,13,3,3,0,26.0,2,1,5.0,2,0,1,100430,621.8703703703703,Senior,0.0,3–5 Years,1
35,No,Travel_Rarely,144,Research and Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230.0,19225,0,No,15,3,3,0,6.0,2,3,5.0,4,4,3,100431,604.2857142857143,Mid,0.6666666666666666,3–5 Years,0
54,No,Travel_Rarely,548,Research and Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7,No,11,3,3,0,19.0,3,3,1.0,0,0,0,100432,189.0,Senior,0.0,0–1 Years,0
34,No,Travel_Rarely,1303,Research and Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768.0,8416,3,No,12,3,3,1,14.0,3,3,7.0,3,5,7,100433,184.53333333333333,Senior,0.625,5+ Years,0
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2,Yes,19,3,3,1,15.0,3,3,3.0,2,1,2,100434,566.9375,Senior,0.25,1–3 Years,1
31,No,Travel_Rarely,1274,Research and Development,9,1,Life Sciences,581,3,Male,33,3,3,,2,Divorced,10648.0,14394,1,No,25,4,4,1,13.0,6,4,13.0,8,0,8,100435,760.5714285714286,Senior,0.0,5+ Years,1
33,Yes,Travel_Rarely,1277,Research and Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7,Yes,12,3,4,0,15.0,2,4,7.0,6,7,7,100436,850.625,Senior,0.875,5+ Years,1
33,Yes,Travel_Rarely,587,Research and Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7,No,13,3,1,3,8.0,2,3,5.0,3,1,3,100437,378.6666666666667,Mid,0.16666666666666666,3–5 Years,0
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0,No,14,3,1,0,4.0,3,3,3.0,2,1,2,100438,596.6,Mid,0.25,1–3 Years,0
35,No,Travel_Rarely,1276,Research and Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4,Yes,12,3,3,0,10.0,2,3,8.0,7,0,0,100439,693.8181818181819,Mid,0.0,5+ Years,1
31,Yes,Travel_Frequently,534,Research and Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824.0,22908,3,No,12,3,1,0,12.0,2,3,1.0,0,0,0,100440,755.6923076923077,Senior,0.0,0–1 Years,1
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950.0,11533,9,Yes,15,3,3,3,11.0,2,3,3.0,2,0,2,100441,829.1666666666666,Senior,0.0,1–3 Years,1
42,No,Travel_Frequently,1474,Research and Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093.0,9260,4,No,17,3,4,1,8.0,4,3,2.0,2,2,0,100442,232.55555555555554,Mid,0.6666666666666666,1–3 Years,0
36,No,Non-Travel,635,Sales,10,4,Medical,592,2,Male,32,3,3,Sales Executive,4,Single,9980.0,15318,1,No,14,3,4,0,10.0,3,2,10.0,3,9,7,100443,907.2727272727273,Mid,0.8181818181818182,5+ Years,1
22,Yes,Travel_Frequently,1368,Research and Development,4,1,Life Sciences,593,3,Male,99,2,1,Laboratory Technician,3,Single,3894.0,9129,5,No,16,3,3,0,4.0,3,3,2.0,2,1,2,100444,778.8,Mid,0.3333333333333333,1–3 Years,0
48,No,Travel_Rarely,163,Sales,2,5,Marketing,595,2,Female,37,3,2,Sales Executive,4,Married,4051.0,19658,2,No,14,3,1,1,14.0,2,3,9.0,7,6,7,100445,270.06666666666666,Senior,0.6,5+ Years,0
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,597,1,Female,83,3,4,Manager,2,Single,4945.5,9873,3,No,23,4,4,0,37.0,2,3,10.0,9,7,7,100446,130.14473684210526,Senior,0.6363636363636364,5+ Years,0
41,No,Non-Travel,267,Sales,10,2,Life Sciences,599,4,Male,56,3,2,Sales Executive,4,Single,6230.0,13430,7,No,14,3,4,0,16.0,3,3,14.0,3,1,10,100447,366.47058823529414,Senior,0.06666666666666667,5+ Years,1
35,No,Travel_Rarely,619,Sales,1,3,Marketing,600,2,Male,85,3,2,Sales Executive,3,Married,4945.5,18659,9,No,11,3,3,0,15.0,2,3,11.0,9,6,9,100448,309.09375,Senior,0.5,5+ Years,0
40,No,Travel_Rarely,302,Research and Development,6,3,Life Sciences,601,2,Female,75,3,4,Manufacturing Director,3,Single,13237.0,20364,7,No,15,3,3,0,22.0,3,3,20.0,6,5,13,100449,575.5217391304348,Senior,0.23809523809523808,5+ Years,1
39,No,Travel_Frequently,443,Research and Development,8,1,Life Sciences,602,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1,No,11,3,1,1,8.0,3,3,5.0,3,0,7,100450,417.22222222222223,Mid,0.0,3–5 Years,0
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,604,2,Male,77,3,2,Sales Executive,4,Single,6582.0,8346,4,Yes,13,3,3,0,10.0,2,4,6.0,5,0,5,100451,598.3636363636364,Mid,0.0,5+ Years,1
42,No,Travel_Rarely,319,Research and Development,24,3,Medical,605,4,Male,56,3,3,Manufacturing Director,1,Married,7406.0,6950,1,Yes,21,4,4,1,10.0,5,2,10.0,9,5,8,100452,673.2727272727273,Mid,0.45454545454545453,5+ Years,1
45,No,Travel_Rarely,561,Sales,2,3,Other,606,4,Male,61,3,2,Sales Executive,2,Married,4805.0,16177,0,No,19,3,2,1,9.0,3,4,8.0,7,3,7,100453,480.5,Mid,0.3333333333333333,5+ Years,0
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,608,2,Female,58,3,1,Human Resources,3,Divorced,2741.0,22808,0,Yes,11,3,2,1,8.0,2,2,7.0,7,1,0,100454,304.55555555555554,Mid,0.125,5+ Years,0
29,No,Travel_Rarely,232,Research and Development,19,3,Technical Degree,611,4,Male,34,3,2,Manufacturing Director,4,Divorced,4945.5,22645,4,No,12,3,2,2,8.0,2,4,3.0,2,1,2,100455,549.5,Mid,0.25,1–3 Years,0
33,No,Travel_Rarely,922,Research and Development,1,5,Medical,612,1,Female,95,4,4,Research Director,3,Divorced,16184.0,22578,4,No,19,3,3,1,10.0,2,3,6.0,1,0,5,100456,1471.2727272727273,Mid,0.0,5+ Years,1
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,613,3,Male,44,2,3,Manager,4,Divorced,11557.0,25291,9,No,21,4,3,1,10.0,3,2,5.0,4,0,1,100457,1050.6363636363637,Mid,0.0,3–5 Years,1
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,614,2,Male,69,3,1,Sales Representative,2,Single,1878.0,8059,1,Yes,14,3,4,0,0.0,3,3,0.0,0,0,0,100458,1878.0,Junior,0.0,0–1 Years,0
40,No,Non-Travel,1094,Sales,28,3,Other,615,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3,No,15,3,3,1,20.0,2,3,1.0,0,0,1,100459,520.5714285714286,Senior,0.0,0–1 Years,1
41,No,Non-Travel,509,Research and Development,2,4,Other,616,1,Female,62,2,2,Healthcare Representative,3,Single,6811.0,2112,2,Yes,17,3,1,0,10.0,3,3,5.0,7,0,7,100460,619.1818181818181,Mid,0.0,3–5 Years,1
26,No,Travel_Rarely,775,Sales,29,2,Medical,618,1,Male,45,3,2,Sales Executive,3,Divorced,4945.5,4267,5,No,12,3,1,2,8.0,5,3,0.0,0,0,0,100461,549.5,Mid,0.0,0–1 Years,0
36,No,Travel_Rarely,195,Sales,1,3,Medical,620,1,Female,80,3,2,Sales Executive,3,Single,4945.5,6698,1,No,16,3,4,0,5.0,3,3,5.0,4,0,3,100462,824.25,Mid,0.0,3–5 Years,0
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,621,4,Male,74,4,2,Sales Executive,4,Single,5337.0,19921,1,No,12,3,4,0,10.0,3,3,10.0,7,5,7,100463,485.1818181818182,Mid,0.45454545454545453,5+ Years,1
26,Yes,Travel_Rarely,471,Research and Development,24,3,Technical Degree,622,3,Male,66,1,1,Laboratory Technician,4,Single,2340.0,23213,1,Yes,18,3,2,0,1.0,3,1,1.0,0,0,0,100464,1170.0,Junior,0.0,0–1 Years,0
37,No,Travel_Rarely,799,Research and Development,1,3,Technical Degree,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491.0,23848,4,No,17,3,4,0,12.0,3,4,6.0,5,1,2,100465,576.2307692307693,Senior,0.14285714285714285,5+ Years,1
46,No,Travel_Frequently,1034,Research and Development,18,1,Medical,624,1,Female,86,3,3,Healthcare Representative,3,Married,4945.5,8984,5,No,11,3,4,0,28.0,3,2,2.0,2,1,2,100466,170.5344827586207,Senior,0.3333333333333333,1–3 Years,0
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,625,2,Female,91,3,4,Manager,1,Married,16595.0,5626,7,No,16,3,2,1,22.0,2,3,18.0,16,11,8,100467,721.5217391304348,Senior,0.5789473684210527,5+ Years,1
37,No,Non-Travel,142,Sales,9,4,Medical,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834.0,24666,1,No,13,3,4,1,9.0,6,3,9.0,5,7,7,100468,883.4,Mid,0.7,5+ Years,1
52,No,Travel_Rarely,956,Research and Development,6,2,Technical Degree,630,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3,Yes,12,3,2,2,18.0,3,3,10.0,9,6,9,100469,293.5263157894737,Senior,0.5454545454545454,5+ Years,1
32,Yes,Non-Travel,1474,Sales,11,4,Other,631,4,Male,60,4,2,Sales Executive,3,Married,4707.0,23914,8,No,12,3,4,0,10.0,2,3,4.0,2,1,2,100470,427.90909090909093,Mid,0.2,3–5 Years,0
24,No,Travel_Frequently,535,Sales,24,3,Medical,632,4,Male,38,3,1,Sales Representative,4,Married,2400.0,5530,0,No,13,3,3,2,3.0,3,3,2.0,2,2,1,100471,600.0,Junior,0.6666666666666666,1–3 Years,0
38,No,Travel_Rarely,1495,Research and Development,10,3,Medical,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824.0,22174,3,No,19,3,3,1,18.0,4,3,1.0,0,0,0,100472,517.0526315789474,Senior,0.0,0–1 Years,1
37,No,Travel_Rarely,446,Research and Development,32,4,Life Sciences,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447.0,15701,6,No,12,3,2,1,8.0,2,2,6.0,5,4,3,100473,716.3333333333334,Mid,0.5714285714285714,5+ Years,1
49,No,Travel_Rarely,1245,Research and Development,18,4,Life Sciences,638,4,Male,58,2,5,Research Director,3,Divorced,16790.5,2125,1,Yes,17,3,3,1,31.0,5,3,31.0,9,0,9,100474,524.703125,Senior,0.0,5+ Years,1
24,No,Travel_Rarely,691,Research and Development,23,3,Medical,639,2,Male,89,4,1,Research Scientist,4,Married,2725.0,21630,1,Yes,11,3,2,2,10.0,3,3,6.0,5,1,4,100475,247.72727272727272,Mid,0.14285714285714285,5+ Years,0
26,No,Travel_Rarely,703,Sales,28,2,Marketing,641,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1,No,20,4,4,2,6.0,5,4,5.0,3,1,4,100476,896.0,Mid,0.16666666666666666,3–5 Years,1
24,No,Travel_Rarely,823,Research and Development,17,2,Other,643,4,Male,94,2,1,Laboratory Technician,2,Married,2127.0,9100,1,No,21,4,4,1,1.0,2,3,1.0,0,0,0,100477,1063.5,Junior,0.0,0–1 Years,0
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,644,1,Male,99,3,5,Manager,2,Married,16790.5,7999,1,No,11,3,3,1,32.0,2,3,32.0,5,10,7,100478,508.8030303030303,Senior,0.30303030303030304,5+ Years,1
25,No,Travel_Rarely,622,Sales,13,1,Medical,645,2,Male,40,3,1,Sales Representative,3,Married,2096.0,26376,1,No,11,3,3,0,7.0,1,3,7.0,4,0,6,100479,262.0,Mid,0.0,5+ Years,0
24,Yes,Travel_Frequently,1287,Research and Development,7,3,Life Sciences,647,1,Female,55,3,1,Laboratory Technician,3,Married,2886.0,14168,1,Yes,16,3,4,1,6.0,4,3,6.0,3,1,2,100480,412.2857142857143,Mid,0.14285714285714285,5+ Years,0
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,648,2,Male,74,2,1,Sales Representative,1,Married,2033.0,14470,1,No,18,3,3,1,1.0,2,4,1.0,0,0,0,100481,1016.5,Junior,0.0,0–1 Years,0
34,No,Travel_Rarely,254,Research and Development,1,2,Life Sciences,649,2,Male,83,2,1,Research Scientist,4,Married,3622.0,22794,1,Yes,13,3,4,1,6.0,3,3,6.0,5,1,3,100482,517.4285714285714,Mid,0.14285714285714285,5+ Years,0
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,650,2,Male,46,3,2,Sales Executive,1,Divorced,4233.0,11512,2,No,17,3,3,0,9.0,2,1,5.0,1,1,2,100483,423.3,Mid,0.16666666666666666,3–5 Years,0
35,No,Travel_Rarely,538,Research and Development,25,2,Other,652,1,Male,54,2,2,Laboratory Technician,4,Single,4945.5,14004,4,No,14,3,4,0,9.0,3,3,3.0,2,0,2,100484,494.55,Mid,0.0,1–3 Years,0
31,No,Travel_Rarely,525,Sales,6,4,Medical,653,1,Male,66,4,2,Sales Executive,4,Divorced,5460.0,6219,4,No,22,4,4,2,13.0,4,4,7.0,7,5,7,100485,390.0,Senior,0.625,5+ Years,1
27,No,Travel_Rarely,798,Research and Development,6,4,Medical,655,1,Female,66,2,1,Research Scientist,3,Divorced,2187.0,5013,0,No,12,3,3,2,6.0,5,2,5.0,3,0,3,100486,312.42857142857144,Mid,0.0,3–5 Years,0
37,No,Travel_Rarely,558,Sales,2,3,Marketing,656,4,Male,75,3,2,Sales Executive,3,Married,9602.0,3010,4,Yes,11,3,3,1,17.0,3,2,3.0,0,1,0,100487,533.4444444444445,Senior,0.25,1–3 Years,1
20,No,Travel_Rarely,959,Research and Development,1,3,Life Sciences,657,4,Female,83,2,1,Research Scientist,2,Single,2836.0,11757,1,No,13,3,4,0,1.0,0,4,1.0,0,0,0,100488,1418.0,Junior,0.0,0–1 Years,0
42,No,Travel_Rarely,622,Research and Development,2,4,Life Sciences,659,3,Female,81,3,2,Healthcare Representative,4,Married,4089.0,5718,1,No,13,3,2,2,10.0,4,3,10.0,2,2,2,100489,371.72727272727275,Mid,0.18181818181818182,5+ Years,0
43,No,Travel_Rarely,782,Research and Development,6,4,Other,661,2,Male,50,2,4,Research Director,4,Divorced,16627.0,2671,4,Yes,14,3,3,1,21.0,3,2,1.0,0,0,0,100490,755.7727272727273,Senior,0.0,0–1 Years,1
38,No,Travel_Rarely,362,Research and Development,1,1,Life Sciences,662,3,Female,43,3,1,Research Scientist,1,Single,4945.5,14561,3,No,17,3,4,0,10.0,3,2,0.0,0,0,0,100491,449.59090909090907,Mid,0.0,0–1 Years,0
43,No,Travel_Frequently,1001,Research and Development,9,5,Medical,663,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3,Yes,13,3,2,1,10.0,3,3,8.0,7,4,7,100492,516.2727272727273,Mid,0.4444444444444444,5+ Years,1
48,No,Travel_Rarely,1236,Research and Development,1,4,Life Sciences,664,4,Female,40,2,4,Manager,1,Married,15402.0,17997,7,No,11,3,1,1,10.0,3,1,3.0,2,0,2,100493,1400.1818181818182,Mid,0.0,1–3 Years,1
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,665,1,Female,50,2,2,Human Resources,3,Single,5985.0,26894,4,No,11,3,2,0,10.0,1,4,2.0,2,0,2,100494,544.0909090909091,Mid,0.0,1–3 Years,1
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,666,3,Female,31,3,1,Sales Representative,3,Divorced,2579.0,2912,1,Yes,18,3,4,2,8.0,3,3,8.0,2,0,6,100495,286.55555555555554,Mid,0.0,5+ Years,0
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,667,3,Male,85,3,1,Sales Representative,1,Divorced,3041.0,16346,0,No,11,3,2,1,5.0,3,3,4.0,3,0,2,100496,506.8333333333333,Mid,0.0,3–5 Years,0
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,669,3,Male,49,3,1,Sales Representative,3,Single,3447.0,24444,1,No,11,3,3,0,3.0,2,3,3.0,2,1,2,100497,861.75,Junior,0.25,1–3 Years,0
44,No,Travel_Rarely,1315,Research and Development,3,4,Other,671,4,Male,35,3,5,Manager,4,Married,16790.5,9358,4,Yes,12,3,1,1,26.0,2,4,2.0,2,0,1,100498,621.8703703703703,Senior,0.0,1–3 Years,1
22,No,Travel_Rarely,604,Research and Development,6,1,Medical,675,1,Male,69,3,1,Research Scientist,3,Married,2773.0,12145,0,No,20,4,4,0,3.0,3,3,2.0,2,2,2,100499,693.25,Junior,0.6666666666666666,1–3 Years,0
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,677,3,Male,39,3,2,Sales Executive,3,Divorced,7104.0,20431,0,No,12,3,4,0,6.0,3,3,5.0,0,1,2,100500,1014.8571428571429,Mid,0.16666666666666666,3–5 Years,1
32,No,Travel_Rarely,646,Research and Development,9,4,Life Sciences,679,1,Female,92,3,2,Research Scientist,4,Married,4945.5,18089,1,Yes,12,3,4,1,6.0,2,2,6.0,4,0,5,100501,706.5,Mid,0.0,5+ Years,0
30,No,Travel_Frequently,160,Research and Development,3,3,Medical,680,3,Female,71,3,1,Research Scientist,3,Divorced,4945.5,22653,1,No,20,4,3,1,1.0,2,3,1.0,0,0,0,100502,2472.75,Junior,0.0,0–1 Years,0
36,No,Travel_Rarely,238,Sales,1,1,Medical,682,4,Female,34,3,2,Sales Executive,1,Single,8381.0,7507,7,No,20,4,4,0,18.0,2,4,14.0,7,8,10,100503,441.10526315789474,Senior,0.5333333333333333,5+ Years,1
34,No,Travel_Rarely,1397,Research and Development,1,5,Life Sciences,683,2,Male,42,3,1,Research Scientist,4,Married,2691.0,7660,1,No,12,3,4,1,10.0,4,2,10.0,9,8,8,100504,244.63636363636363,Mid,0.7272727272727273,5+ Years,0
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,684,1,Female,100,3,2,Sales Executive,1,Married,4286.0,5630,2,No,14,3,4,2,5.0,4,3,1.0,1,0,0,100505,714.3333333333334,Mid,0.0,0–1 Years,0
26,No,Travel_Rarely,991,Research and Development,6,3,Life Sciences,686,3,Female,71,3,1,Laboratory Technician,4,Married,2659.0,17759,1,Yes,13,3,3,1,3.0,2,3,3.0,2,0,2,100506,664.75,Junior,0.0,1–3 Years,0
37,No,Travel_Rarely,482,Research and Development,3,3,Other,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1,No,15,3,3,1,10.0,2,3,10.0,7,7,8,100507,857.6363636363636,Mid,0.6363636363636364,5+ Years,1
29,No,Travel_Rarely,1176,Sales,3,2,Medical,690,2,Female,62,3,2,Sales Executive,3,Married,5561.0,3487,1,No,14,3,1,1,6.0,5,2,6.0,0,1,2,100508,794.4285714285714,Mid,0.14285714285714285,5+ Years,1
35,No,Travel_Rarely,1017,Research and Development,6,4,Life Sciences,691,2,Male,82,1,2,Research Scientist,4,Single,6646.0,19368,1,No,13,3,2,0,17.0,3,3,5.0,11,11,8,100509,369.22222222222223,Senior,1.8333333333333333,3–5 Years,1
33,No,Travel_Frequently,1296,Research and Development,6,3,Life Sciences,692,3,Male,30,3,2,Healthcare Representative,4,Divorced,4945.5,5335,3,No,23,4,3,1,15.0,2,1,13.0,11,4,7,100510,309.09375,Senior,0.2857142857142857,5+ Years,0
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,698,3,Male,88,3,3,Human Resources,2,Married,10725.0,6729,2,No,15,3,3,1,16.0,1,4,9.0,7,7,1,100511,630.8823529411765,Senior,0.7,5+ Years,1
36,No,Travel_Rarely,913,Research and Development,9,2,Medical,699,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847.0,13934,2,Yes,11,3,3,1,13.0,2,3,3.0,2,0,2,100512,631.9285714285714,Senior,0.0,1–3 Years,1
27,No,Travel_Rarely,1115,Research and Development,3,4,Medical,700,1,Male,54,2,1,Research Scientist,4,Single,4945.5,15174,0,No,13,3,4,0,5.0,0,3,4.0,2,1,1,100513,824.25,Mid,0.2,3–5 Years,0
20,Yes,Travel_Rarely,1362,Research and Development,10,1,Medical,701,4,Male,32,3,1,Research Scientist,3,Single,1009.0,26999,1,Yes,11,3,4,0,1.0,5,3,1.0,0,1,1,100514,504.5,Junior,0.5,0–1 Years,0
33,Yes,Travel_Frequently,1076,Research and Development,3,3,Life Sciences,702,1,Male,70,3,1,Research Scientist,1,Single,3348.0,3164,1,Yes,11,3,1,0,10.0,3,3,5.0,8,9,7,100515,304.3636363636364,Mid,1.5,3–5 Years,0
35,No,Non-Travel,727,Research and Development,3,3,Life Sciences,704,3,Male,41,2,1,Laboratory Technician,3,Married,1281.0,16900,1,No,18,3,3,2,1.0,3,3,1.0,0,0,0,100516,640.5,Junior,0.0,0–1 Years,0
23,No,Travel_Rarely,885,Research and Development,4,3,Medical,705,1,Male,58,4,1,Research Scientist,1,Married,4945.5,8544,2,No,16,3,1,1,5.0,3,4,3.0,2,0,2,100517,824.25,Mid,0.0,1–3 Years,0
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,707,4,Male,57,4,2,Sales Executive,2,Married,4851.0,15678,0,No,22,4,3,1,4.0,4,3,3.0,2,1,2,100518,970.2,Mid,0.25,1–3 Years,0
38,No,Travel_Rarely,243,Sales,7,4,Marketing,709,4,Female,46,2,2,Sales Executive,4,Single,4945.5,7791,0,No,20,4,1,0,8.0,2,3,7.0,7,0,5,100519,549.5,Mid,0.0,5+ Years,0
29,No,Travel_Frequently,806,Research and Development,1,4,Life Sciences,710,2,Male,76,1,1,Research Scientist,4,Divorced,2720.0,18959,1,No,18,3,4,1,10.0,5,3,10.0,7,2,8,100520,247.27272727272728,Mid,0.18181818181818182,5+ Years,0
48,No,Travel_Rarely,817,Sales,2,1,Marketing,712,2,Male,56,4,2,Sales Executive,2,Married,8120.0,18597,3,No,12,3,4,0,10.0,3,3,2.0,2,2,2,100521,738.1818181818181,Mid,0.6666666666666666,1–3 Years,1
36,No,Travel_Frequently,1410,Sales,3,1,Medical,714,4,Female,71,4,2,Sales Executive,4,Divorced,4647.0,16673,1,Yes,20,4,2,2,6.0,3,3,6.0,5,0,4,100522,663.8571428571429,Mid,0.0,5+ Years,0
37,No,Travel_Rarely,1225,Research and Development,10,2,Life Sciences,715,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3,No,17,3,1,0,4.0,2,3,1.0,0,0,0,100523,936.0,Mid,0.0,0–1 Years,0
50,No,Travel_Rarely,1207,Research and Development,28,1,Medical,716,4,Male,74,4,1,Laboratory Technician,3,Married,3221.0,3297,1,Yes,11,3,3,3,20.0,3,3,20.0,8,3,8,100524,153.38095238095238,Senior,0.14285714285714285,5+ Years,0
34,No,Travel_Rarely,1442,Research and Development,9,3,Medical,717,4,Female,46,2,3,Healthcare Representative,2,Single,8621.0,17654,1,No,14,3,2,0,9.0,3,4,8.0,7,7,7,100525,862.1,Mid,0.7777777777777778,5+ Years,1
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,720,1,Female,65,3,2,Sales Executive,3,Single,4577.0,24785,9,No,14,3,1,0,4.0,3,3,2.0,2,2,0,100526,915.4,Mid,0.6666666666666666,1–3 Years,0
39,No,Travel_Rarely,408,Research and Development,2,4,Technical Degree,721,4,Female,80,2,2,Healthcare Representative,3,Single,4553.0,20978,1,No,11,3,1,0,20.0,4,3,20.0,7,11,10,100527,216.8095238095238,Senior,0.5238095238095238,5+ Years,0
32,No,Travel_Rarely,929,Sales,10,3,Marketing,722,4,Male,55,3,2,Sales Executive,4,Single,5396.0,21703,1,No,12,3,4,0,10.0,2,2,10.0,7,0,8,100528,490.54545454545456,Mid,0.0,5+ Years,1
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,723,2,Male,50,3,2,Sales Executive,3,Married,6796.0,23452,3,Yes,14,3,1,1,18.0,4,3,4.0,3,1,3,100529,357.6842105263158,Senior,0.2,3–5 Years,1
38,No,Travel_Rarely,827,Research and Development,1,4,Life Sciences,724,2,Female,33,4,2,Healthcare Representative,4,Single,4945.5,19383,0,No,13,3,3,0,10.0,4,2,9.0,7,1,8,100530,449.59090909090907,Mid,0.1,5+ Years,0
27,No,Travel_Rarely,608,Research and Development,1,2,Life Sciences,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412.0,6009,1,No,11,3,4,0,9.0,3,3,9.0,7,0,7,100531,741.2,Mid,0.0,5+ Years,1
32,No,Travel_Rarely,1018,Research and Development,3,2,Life Sciences,727,3,Female,39,3,3,Research Director,4,Single,11159.0,19373,3,No,15,3,4,0,10.0,6,3,7.0,7,7,7,100532,1014.4545454545455,Mid,0.875,5+ Years,1
47,No,Travel_Rarely,703,Sales,14,4,Marketing,728,4,Male,42,3,2,Sales Executive,1,Single,4960.0,11825,2,No,12,3,4,0,20.0,2,3,7.0,7,1,7,100533,236.1904761904762,Senior,0.125,5+ Years,1
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,729,4,Male,48,2,3,Sales Executive,1,Married,10475.0,23772,5,Yes,21,4,3,1,20.0,2,3,18.0,13,1,12,100534,498.8095238095238,Senior,0.05263157894736842,5+ Years,1
53,No,Travel_Rarely,970,Research and Development,7,3,Life Sciences,730,3,Male,59,4,4,Research Director,3,Married,14814.0,13514,3,No,19,3,3,0,32.0,3,3,5.0,1,1,3,100535,448.90909090909093,Senior,0.16666666666666666,3–5 Years,1
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,731,2,Male,73,2,5,Manager,4,Divorced,16790.5,8861,3,No,15,3,2,3,23.0,2,2,21.0,6,12,6,100536,699.6041666666666,Senior,0.5454545454545454,5+ Years,1
